epoch_ms,players,cpu_percent,mem_usage,mspt_raw,tps_raw
1785732861260,0,1.94,1.152GiB / 1.863GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 0.6/0.2/4.7; 1.2/0.2/31.9; 1.6/0.2/45.2","TPS from last 1m; 5m; 15m: 20.0; 20.0; 19.42"
1785732867573,0,1.89,1.152GiB / 1.863GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 0.4/0.2/0.6; 0.5/0.2/1.3; 1.0/0.2/45.2","TPS from last 1m; 5m; 15m: 20.0; 20.0; 19.42"
1785732873870,0,2.89,1.153GiB / 1.863GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 0.4/0.2/4.2; 0.4/0.2/4.2; 0.6/0.2/31.9","TPS from last 1m; 5m; 15m: 20.0; 20.0; 19.42"
1785732880178,0,1.90,1.153GiB / 1.863GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 0.5/0.3/1.7; 0.5/0.2/4.2; 0.6/0.2/31.9","TPS from last 1m; 5m; 15m: 20.0; 20.0; 19.42"
1785732886491,1,18.32,1.154GiB / 1.863GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 6.4/1.5/15.2; 4.2/0.3/74.3; 1.2/0.2/74.3","TPS from last 1m; 5m; 15m: 20.0; 20.0; 19.42"
1785732892801,1,13.86,1.153GiB / 1.863GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 6.8/3.9/54.5; 7.3/2.3/54.5; 1.9/0.2/74.3","TPS from last 1m; 5m; 15m: 20.0; 20.0; 19.42"
1785732899071,1,9.66,1.153GiB / 1.863GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 5.0/2.8/25.2; 5.7/2.8/54.5; 2.4/0.2/74.3","TPS from last 1m; 5m; 15m: 20.0; 20.0; 19.42"
1785732905371,1,9.42,1.154GiB / 1.863GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 6.2/2.4/34.6; 5.5/2.4/34.6; 3.0/0.2/74.3","TPS from last 1m; 5m; 15m: 20.0; 20.0; 19.42"
1785732911687,1,11.51,1.153GiB / 1.863GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 5.1/3.3/16.2; 5.6/2.4/34.6; 3.4/0.2/74.3","TPS from last 1m; 5m; 15m: 20.0; 20.0; 19.42"
1785732917979,1,12.21,1.153GiB / 1.863GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 4.7/2.8/9.2; 5.0/2.8/20.6; 3.8/0.2/74.3","TPS from last 1m; 5m; 15m: 20.0; 20.0; 19.42"
