1785733412249,tcp,192.111835
1785733412365,status,306.402726
1785733413063,tcp,5.58567
1785733413076,status,18.544097
1785733414064,tcp,5.657707
1785733414077,status,18.399236
1785733415065,tcp,5.644659
1785733415077,status,17.606681
1785733416066,tcp,5.842266
1785733416079,status,18.223316
1785733417067,tcp,5.611362
1785733417079,status,17.278225
1785733418068,tcp,5.495383
1785733418081,status,17.823041
1785733419069,tcp,5.624
1785733419082,status,18.4707
1785733420070,tcp,5.847023
1785733420083,status,18.269028
1785733421070,tcp,5.853523
1785733421086,status,20.373378
1785733422070,tcp,5.473065
1785733422084,status,17.996721
1785733423072,tcp,5.657963
1785733423084,status,17.931371
1785733424072,tcp,5.535472
1785733424085,status,17.608165
1785733425074,tcp,5.482572
1785733425086,status,17.145031
1785733426074,tcp,5.467324
1785733426087,status,17.730174
1785733427075,tcp,5.386859
1785733427087,status,17.048429
1785733428076,tcp,5.511341
1785733428088,status,17.153744
1785733429077,tcp,5.496831
1785733429090,status,17.813589
1785733430079,tcp,5.504783
1785733430091,status,17.038683
1785733431080,tcp,5.541331
1785733431092,status,17.536666
1785733432081,tcp,5.816133
1785733432094,status,18.755037
1785733433082,tcp,5.891709
1785733433095,status,18.403039
1785733434083,tcp,5.541315
1785733434105,status,27.206762
1785733435084,tcp,5.854068
1785733435138,status,58.962394
1785733436085,tcp,5.804658
1785733436137,status,57.15159
1785733437086,tcp,5.84281
1785733437133,status,52.465118
1785733438087,tcp,5.644348
1785733438133,status,51.6664
1785733439087,tcp,5.541022
1785733439129,status,46.831113
1785733440088,tcp,5.52577
1785733440136,status,52.659211
1785733441090,tcp,5.499937
1785733441126,status,41.395807
1785733442090,tcp,5.586657
1785733442440,status,354.783927
1785733443091,tcp,5.392426
1785733443127,status,40.493883
1785733444093,tcp,5.544023
1785733444147,status,59.360384
1785733445093,tcp,5.441532
1785733445133,status,45.386854
1785733446095,tcp,5.464014
1785733446678,status,588.50685
1785733447095,tcp,5.412407
1785733447136,status,45.892411
1785733448097,tcp,5.683174
1785733449098,tcp,5.399814
1785733449143,status,50.206818
1785733450099,tcp,5.74853
1785733451056,status,2964.792191
1785733451099,tcp,5.517148
1785733451131,status,36.769294
1785733452100,tcp,5.780597
1785733453100,tcp,5.626835
1785733453132,status,36.272152
1785733454095,status,-1
1785733454101,tcp,5.501114
1785733455100,tcp,5.552006
1785733455132,status,35.893655
1785733456098,status,-1
1785733456101,tcp,5.541638
1785733457102,tcp,5.479538
1785733457137,status,40.277818
1785733458099,status,-1
1785733458102,tcp,5.620676
1785733459103,tcp,5.73439
1785733459126,status,28.336566
1785733459344,status,3248.014829
1785733459762,status,1664.750911
1785733460103,tcp,5.486315
1785733460562,status,464.161155
1785733461105,tcp,5.410555
1785733461129,status,29.246281
1785733462105,tcp,5.430006
1785733462130,status,29.362031
1785733463105,tcp,5.528076
1785733463126,status,25.345595
1785733464106,tcp,5.555069
1785733464131,status,30.578189
1785733465107,tcp,5.559902
1785733465126,status,24.141249
1785733466108,tcp,5.491513
1785733466120,status,17.336603
1785733467109,tcp,5.592018
1785733467122,status,17.555578
1785733468110,tcp,5.504534
1785733468123,status,17.874769
1785733469112,tcp,5.424927
1785733469127,status,19.857117
1785733470113,tcp,5.456014
1785733470130,status,22.474682
1785733471113,tcp,5.489722
1785733471128,status,19.603534
1785733472114,tcp,5.42346
1785733472126,status,17.027859
1785733473115,tcp,5.404471
1785733473127,status,17.49103
1785733474116,tcp,5.483294
1785733474136,status,25.154767
1785733475117,tcp,5.46027
1785733475129,status,17.212539
1785733476117,tcp,5.405692
1785733476130,status,17.539575
1785733477118,tcp,5.465502
1785733477130,status,17.289582
1785733478119,tcp,5.44592
1785733478131,status,17.184434
1785733479120,tcp,5.474162
1785733479132,status,17.325857
1785733480121,tcp,5.482273
1785733480133,status,17.388767
1785733481123,tcp,5.528482
1785733481135,status,17.567185
1785733482124,tcp,5.799501
1785733482137,status,18.328574
1785733483125,tcp,5.601448
1785733483137,status,17.178644
1785733484126,tcp,5.287549
1785733484137,status,16.829107
1785733485126,tcp,5.377708
1785733485138,status,17.365205
1785733486127,tcp,5.46332
1785733486141,status,18.880268
1785733487129,tcp,5.666609
1785733487144,status,20.506163
1785733488130,tcp,5.475539
1785733488149,status,24.779128
1785733489131,tcp,5.343035
1785733489144,status,18.131517
1785733490132,tcp,5.399513
