epoch_ms,players,cpu_percent,mem_usage,mspt_raw,tps_raw
1785733225614,0,2.21,1.172GiB / 1.863GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 0.7/0.4/2.5; 0.7/0.4/2.5; 6.1/0.4/251.7","TPS from last 1m; 5m; 15m: 20.0; 20.0; 20.0"
1785733231892,0,1.92,1.172GiB / 1.863GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 0.6/0.4/1.6; 0.7/0.4/3.5; 5.4/0.4/251.7","TPS from last 1m; 5m; 15m: 20.0; 20.0; 20.0"
1785733238188,0,1.85,1.172GiB / 1.863GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 0.6/0.3/3.2; 0.6/0.3/3.2; 4.5/0.3/251.7","TPS from last 1m; 5m; 15m: 20.0; 20.0; 20.0"
1785733244466,0,7.40,1.172GiB / 1.863GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 0.7/0.4/1.7; 0.7/0.3/1.7; 2.5/0.3/251.7","TPS from last 1m; 5m; 15m: 20.0; 20.0; 20.0"
1785733250751,10,50.13,1.174GiB / 1.863GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 33.8/0.5/241.0; 17.2/0.4/241.0; 4.5/0.3/251.7","TPS from last 1m; 5m; 15m: 19.67; 19.93; 19.98"
1785733258174,10,49.98,1.196GiB / 1.863GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 65.2/11.2/220.4; 51.4/0.5/241.0; 9.3/0.3/241.0","TPS from last 1m; 5m; 15m: 18.58; 19.7; 19.9"
1785733265184,10,39.10,1.194GiB / 1.863GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 23.2/4.1/89.0; 34.8/4.1/172.4; 13.4/0.3/241.0","TPS from last 1m; 5m; 15m: 19.18; 19.83; 19.94"
1785733271501,10,34.64,1.209GiB / 1.863GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 14.8/6.5/87.8; 17.5/4.1/89.0; 15.0/0.3/241.0","TPS from last 1m; 5m; 15m: 19.18; 19.83; 19.94"
1785733277797,10,20.62,1.212GiB / 1.863GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 12.7/5.7/42.9; 13.5/5.7/87.8; 16.2/0.3/241.0","TPS from last 1m; 5m; 15m: 19.18; 19.83; 19.94"
1785733284105,10,24.98,1.212GiB / 1.863GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 11.3/6.0/36.9; 11.1/5.4/42.9; 17.3/0.3/241.0","TPS from last 1m; 5m; 15m: 19.18; 19.83; 19.94"
1785733290406,10,30.04,1.212GiB / 1.863GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 11.2/6.0/50.3; 11.5/6.0/50.3; 18.4/0.3/241.0","TPS from last 1m; 5m; 15m: 19.18; 19.83; 19.94"
1785733296711,10,22.77,1.213GiB / 1.863GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 12.7/5.5/31.9; 12.4/5.5/50.3; 19.7/0.3/241.0","TPS from last 1m; 5m; 15m: 19.18; 19.83; 19.94"
1785733303055,10,22.00,1.212GiB / 1.863GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 9.9/5.5/15.7; 10.9/5.2/31.9; 20.6/0.4/241.0","TPS from last 1m; 5m; 15m: 19.18; 19.83; 19.94"
1785733309354,10,27.39,1.212GiB / 1.863GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 12.8/6.9/38.5; 11.3/5.9/42.1; 21.4/4.1/241.0","TPS from last 1m; 5m; 15m: 19.18; 19.83; 19.94"
1785733315648,10,19.44,1.212GiB / 1.863GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 8.8/5.7/17.5; 10.2/5.7/38.5; 15.1/4.1/172.4","TPS from last 1m; 5m; 15m: 20.0; 19.83; 19.94"
1785733321954,10,50.82,1.215GiB / 1.863GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 60.4/6.2/186.0; 34.6/5.7/186.0; 16.5/4.1/186.0","TPS from last 1m; 5m; 15m: 19.91; 19.74; 19.91"
1785733329002,10,40.61,1.217GiB / 1.863GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 26.9/5.6/164.6; 42.9/5.6/186.0; 18.7/5.2/186.0","TPS from last 1m; 5m; 15m: 20.0; 19.83; 19.94"
1785733335310,10,25.52,1.219GiB / 1.863GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 9.8/6.4/21.7; 14.5/5.6/76.5; 18.3/5.2/186.0","TPS from last 1m; 5m; 15m: 20.0; 19.83; 19.94"
1785733341614,10,29.58,1.219GiB / 1.863GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 13.8/5.8/71.7; 12.0/5.8/71.7; 18.6/5.2/186.0","TPS from last 1m; 5m; 15m: 20.0; 19.83; 19.94"
1785733348011,10,33.82,1.219GiB / 1.863GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 18.6/7.4/96.2; 16.6/5.8/96.2; 19.5/5.2/186.0","TPS from last 1m; 5m; 15m: 19.98; 19.83; 19.94"
1785733354796,10,34.39,1.236GiB / 1.863GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 26.2/6.6/127.6; 25.6/6.6/127.6; 21.2/5.2/186.0","TPS from last 1m; 5m; 15m: 20.0; 19.83; 19.94"
1785733361168,10,19.68,1.236GiB / 1.863GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 9.6/6.0/24.7; 14.5/6.0/77.1; 21.2/5.6/186.0","TPS from last 1m; 5m; 15m: 20.0; 19.83; 19.94"
1785733367495,10,27.55,1.235GiB / 1.863GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 11.3/6.2/72.8; 10.4/5.9/72.8; 21.1/5.6/186.0","TPS from last 1m; 5m; 15m: 20.0; 19.83; 19.94"
1785733373954,10,22.75,1.235GiB / 1.863GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 10.7/6.1/96.6; 10.2/6.1/96.6; 21.1/5.6/186.0","TPS from last 1m; 5m; 15m: 20.0; 19.83; 19.94"
