epoch_ms,players,cpu_percent,mem_usage,mspt_raw,tps_raw
1785733911166,40,49.42,1.454GiB / 1.863GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 67.2/12.7/114.7; 59.4/12.4/114.7; 59.9/0.3/2617.1","TPS from last 1m; 5m; 15m: 11.21; 15.82; 18.08"
1785733917979,40,50.20,1.454GiB / 1.863GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 54.6/10.0/118.5; 61.5/10.0/118.5; 65.2/0.3/2617.1","TPS from last 1m; 5m; 15m: 11.07; 15.8; 18.06"
1785733924976,40,49.61,1.454GiB / 1.863GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 82.9/14.9/304.2; 67.8/10.0/304.2; 70.6/0.3/2617.1","TPS from last 1m; 5m; 15m: 10.74; 15.62; 18.0"
1785733932183,40,50.23,1.454GiB / 1.863GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 96.5/29.7/304.2; 79.3/10.0/304.2; 76.1/0.3/2617.1","TPS from last 1m; 5m; 15m: 10.49; 15.52; 17.95"
1785733939298,40,49.99,1.455GiB / 1.863GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 72.8/17.8/125.6; 84.0/17.8/304.2; 81.6/0.4/2617.1","TPS from last 1m; 5m; 15m: 10.24; 15.4; 17.9"
1785733946265,40,49.17,1.454GiB / 1.863GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 61.0/13.9/110.5; 65.3/13.9/125.6; 86.7/4.7/2617.1","TPS from last 1m; 5m; 15m: 10.12; 15.35; 17.87"
1785733953081,40,50.01,1.454GiB / 1.863GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 49.2/10.4/96.0; 55.4/10.4/166.4; 66.2/10.0/304.2","TPS from last 1m; 5m; 15m: 14.29; 15.32; 17.86"
1785733960067,40,49.72,1.455GiB / 1.863GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 76.3/12.6/196.8; 63.5/10.4/196.8; 66.4/10.0/304.2","TPS from last 1m; 5m; 15m: 14.22; 15.2; 17.8"
1785733967110,40,50.02,1.454GiB / 1.863GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 80.8/15.2/272.3; 75.1/12.6/272.3; 65.8/10.0/304.2","TPS from last 1m; 5m; 15m: 14.33; 15.1; 17.76"
1785733973976,40,50.08,1.454GiB / 1.863GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 67.4/17.2/164.7; 73.2/12.6/272.3; 65.9/10.0/304.2","TPS from last 1m; 5m; 15m: 14.33; 15.02; 17.72"
