epoch_ms,players,cpu_percent,mem_usage,mspt_raw,tps_raw
1785734559001,0,2.95,2.178GiB / 3.725GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 0.5/0.2/1.0; 0.5/0.2/1.0; 2.8/0.2/203.5","TPS from last 1m; 5m; 15m: 20.0; 20.0; 20.0"
1785734565300,0,2.48,2.179GiB / 3.725GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 0.6/0.4/1.3; 0.5/0.2/1.3; 2.4/0.2/203.5","TPS from last 1m; 5m; 15m: 20.0; 20.0; 20.0"
1785734571586,0,4.64,2.178GiB / 3.725GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 0.5/0.3/0.9; 0.5/0.3/1.3; 1.9/0.2/203.5","TPS from last 1m; 5m; 15m: 20.0; 20.0; 20.0"
1785734577852,0,5.33,2.178GiB / 3.725GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 0.6/0.4/1.6; 0.6/0.3/1.6; 1.5/0.2/203.5","TPS from last 1m; 5m; 15m: 20.0; 20.0; 20.0"
1785734584151,10,86.20,2.182GiB / 3.725GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 5.5/1.0/15.1; 3.1/0.4/15.1; 1.5/0.2/203.5","TPS from last 1m; 5m; 15m: 20.0; 20.0; 20.0"
1785734590454,20,83.14,2.184GiB / 3.725GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 9.6/5.7/26.9; 8.2/2.7/26.9; 1.9/0.2/26.9","TPS from last 1m; 5m; 15m: 20.0; 20.0; 20.0"
1785734596752,20,58.07,2.185GiB / 3.725GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 9.9/5.5/47.6; 9.6/5.5/47.6; 2.8/0.2/47.6","TPS from last 1m; 5m; 15m: 20.0; 20.0; 20.0"
1785734603049,20,48.87,2.184GiB / 3.725GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 7.4/5.2/21.2; 8.5/5.2/47.6; 3.6/0.2/47.6","TPS from last 1m; 5m; 15m: 20.0; 20.0; 20.0"
1785734609324,20,37.43,2.185GiB / 3.725GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 6.7/4.3/14.8; 6.9/4.3/15.8; 4.3/0.2/47.6","TPS from last 1m; 5m; 15m: 20.0; 20.0; 20.0"
1785734615622,20,42.44,2.185GiB / 3.725GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 6.5/4.4/14.2; 6.4/4.3/14.2; 4.9/0.2/47.6","TPS from last 1m; 5m; 15m: 20.0; 20.0; 20.0"
1785734622000,20,36.72,2.185GiB / 3.725GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 5.9/3.7/11.6; 6.5/3.7/14.2; 5.5/0.3/47.6","TPS from last 1m; 5m; 15m: 20.0; 20.0; 20.0"
1785734628270,20,36.09,2.186GiB / 3.725GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 5.7/3.9/11.0; 5.7/3.7/11.6; 6.0/0.3/47.6","TPS from last 1m; 5m; 15m: 20.0; 20.0; 20.0"
1785734634545,20,36.41,2.186GiB / 3.725GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 6.3/4.0/13.0; 6.0/4.0/13.0; 6.6/0.4/47.6","TPS from last 1m; 5m; 15m: 20.0; 20.0; 20.0"
1785734640850,20,33.85,2.186GiB / 3.725GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 6.7/4.1/19.9; 6.6/4.0/19.9; 7.2/3.1/47.6","TPS from last 1m; 5m; 15m: 20.0; 20.0; 20.0"
1785734647187,20,35.22,2.185GiB / 3.725GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 7.9/4.4/81.4; 7.2/4.1/81.4; 7.2/3.7/81.4","TPS from last 1m; 5m; 15m: 20.0; 20.0; 20.0"
1785734653507,20,35.03,2.185GiB / 3.725GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 7.7/4.6/14.7; 7.8/4.4/81.4; 6.9/3.7/81.4","TPS from last 1m; 5m; 15m: 20.0; 20.0; 20.0"
1785734659803,20,34.39,2.186GiB / 3.725GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 6.5/4.6/13.5; 6.9/4.6/14.7; 6.7/3.7/81.4","TPS from last 1m; 5m; 15m: 20.0; 20.0; 20.0"
1785734666093,20,32.59,2.186GiB / 3.725GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 6.6/4.0/20.3; 6.6/4.0/20.3; 6.7/3.7/81.4","TPS from last 1m; 5m; 15m: 20.0; 20.0; 20.0"
1785734672383,20,40.40,2.188GiB / 3.725GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 7.6/4.7/13.2; 7.1/4.6/20.3; 6.8/3.7/81.4","TPS from last 1m; 5m; 15m: 20.0; 20.0; 20.0"
1785734678677,20,37.63,2.188GiB / 3.725GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 6.2/4.4/9.0; 6.6/4.3/13.2; 6.7/3.7/81.4","TPS from last 1m; 5m; 15m: 20.0; 20.0; 20.0"
1785734684963,20,29.72,2.189GiB / 3.725GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 6.0/3.6/10.6; 6.3/3.6/10.6; 6.8/3.6/81.4","TPS from last 1m; 5m; 15m: 20.0; 20.0; 20.0"
1785734691242,20,31.49,2.188GiB / 3.725GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 6.2/4.5/12.6; 6.1/3.6/12.6; 6.8/3.6/81.4","TPS from last 1m; 5m; 15m: 20.0; 20.0; 20.0"
1785734697512,20,27.35,2.189GiB / 3.725GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 5.8/3.7/11.1; 6.0/3.7/12.6; 6.7/3.6/81.4","TPS from last 1m; 5m; 15m: 20.0; 20.0; 20.0"
1785734703790,20,32.94,2.188GiB / 3.725GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 5.7/4.1/10.0; 5.7/3.7/10.0; 6.6/3.6/81.4","TPS from last 1m; 5m; 15m: 20.0; 20.0; 20.0"
1785734710043,20,36.00,2.189GiB / 3.725GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 6.0/4.0/10.5; 5.9/4.0/11.4; 6.4/3.6/20.3","TPS from last 1m; 5m; 15m: 20.0; 20.0; 20.0"
1785734716310,20,27.64,2.188GiB / 3.725GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 5.5/3.7/9.1; 5.7/3.7/10.5; 6.2/3.6/20.3","TPS from last 1m; 5m; 15m: 20.0; 20.0; 20.0"
