epoch_ms,players,cpu_percent,mem_usage,mspt_raw,tps_raw
1785734856985,30,38.80,2.213GiB / 3.725GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 6.3/4.3/14.4; 6.4/4.3/14.4; 7.5/4.3/50.6","TPS from last 1m; 5m; 15m: 20.0; 20.0; 20.0"
1785734863268,30,40.03,2.213GiB / 3.725GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 7.0/5.1/44.3; 6.7/4.6/44.3; 7.1/4.3/50.6","TPS from last 1m; 5m; 15m: 20.0; 20.0; 20.0"
1785734869542,30,276.29,2.234GiB / 3.725GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 9.5/6.0/21.5; 8.3/4.7/44.3; 7.1/4.3/50.6","TPS from last 1m; 5m; 15m: 20.0; 20.0; 20.0"
1785734875828,30,39.41,2.237GiB / 3.725GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 6.7/4.7/12.9; 8.1/4.7/21.5; 6.9/4.3/50.6","TPS from last 1m; 5m; 15m: 20.0; 20.0; 20.0"
1785734882094,30,45.78,2.237GiB / 3.725GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 7.2/5.0/9.3; 6.9/4.7/11.5; 6.9/4.3/44.3","TPS from last 1m; 5m; 15m: 20.0; 20.0; 20.0"
1785734888372,30,42.39,2.238GiB / 3.725GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 7.6/5.4/61.4; 7.4/5.0/61.4; 7.0/4.3/61.4","TPS from last 1m; 5m; 15m: 20.0; 20.0; 20.0"
1785734894669,30,54.72,2.238GiB / 3.725GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 7.9/5.4/14.7; 7.7/5.4/14.7; 7.2/4.3/61.4","TPS from last 1m; 5m; 15m: 20.0; 20.0; 20.0"
1785734900972,30,47.33,2.239GiB / 3.725GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 7.5/4.8/13.1; 7.9/4.8/14.7; 7.3/4.3/61.4","TPS from last 1m; 5m; 15m: 20.0; 20.0; 20.0"
1785734907291,30,56.58,2.239GiB / 3.725GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 9.2/6.4/15.1; 8.4/4.8/15.1; 7.6/4.3/61.4","TPS from last 1m; 5m; 15m: 20.0; 20.0; 20.0"
1785734913593,30,42.64,2.238GiB / 3.725GiB,"Server tick times (avg/min/max) from last 5s; 10s; 1m:◴ 8.8/5.8/16.2; 8.9/5.8/16.2; 7.8/4.6/61.4","TPS from last 1m; 5m; 15m: 20.0; 20.0; 20.0"
