1785734749764,tcp,222.114198
1785734749946,status,401.825866
1785734750583,tcp,40.676557
1785734750666,status,123.952441
1785734751584,tcp,40.837867
1785734751667,status,123.547289
1785734752585,tcp,40.850459
1785734752668,status,123.414809
1785734753587,tcp,41.486368
1785734753672,status,125.703764
1785734754587,tcp,41.26456
1785734754672,status,125.271397
1785734755588,tcp,40.717284
1785734755672,status,124.696284
1785734756589,tcp,40.638253
1785734756672,status,123.978117
1785734757590,tcp,40.843465
1785734757673,status,123.366887
1785734758591,tcp,41.184138
1785734758675,status,124.491729
1785734759592,tcp,40.552923
1785734759675,status,123.114747
1785734760593,tcp,40.552329
1785734760675,status,123.198397
1785734761594,tcp,40.822074
1785734761678,status,124.191445
1785734762595,tcp,40.492342
1785734762678,status,123.000445
1785734763596,tcp,40.894179
1785734763680,status,124.596393
1785734764596,tcp,40.624003
1785734764680,status,123.542983
1785734765597,tcp,40.494405
1785734765680,status,123.195134
1785734766599,tcp,40.681588
1785734766682,status,124.019851
1785734767600,tcp,40.636795
1785734767682,status,122.866159
1785734768601,tcp,40.521111
1785734768684,status,123.108935
1785734769601,tcp,40.512853
1785734769684,status,122.813705
1785734770602,tcp,40.493968
1785734770685,status,122.94403
1785734771603,tcp,40.620698
1785734771686,status,123.340629
1785734772604,tcp,40.562035
1785734772687,status,123.089991
1785734773606,tcp,40.604088
1785734773689,status,122.91418
1785734774606,tcp,40.646409
1785734774690,status,123.875676
1785734775608,tcp,40.618157
1785734775691,status,123.258547
1785734776609,tcp,40.668298
1785734776692,status,124.143537
1785734777609,tcp,40.520749
1785734777693,status,123.352746
1785734778610,tcp,40.670076
1785734778694,status,123.66207
1785734779612,tcp,40.584252
1785734779696,status,123.947388
1785734780612,tcp,40.556865
1785734780696,status,123.419944
1785734781613,tcp,40.536076
1785734781696,status,122.916604
1785734782615,tcp,40.673461
1785734782698,status,123.445174
1785734783615,tcp,40.607588
1785734783703,status,128.269562
1785734784617,tcp,40.863022
1785734784702,status,125.71823
1785734785618,tcp,40.653071
1785734785725,status,146.917583
1785734786619,tcp,40.613186
1785734786702,status,122.930308
1785734787619,tcp,40.556246
1785734787703,status,123.413117
1785734788621,tcp,40.784343
1785734788704,status,123.872146
1785734789621,tcp,40.672259
1785734789705,status,124.062085
1785734790622,tcp,40.633465
1785734790706,status,124.188459
1785734791623,tcp,40.613253
1785734791708,status,124.319889
1785734792625,tcp,40.57586
1785734792710,status,125.962704
1785734793626,tcp,40.719104
1785734793709,status,123.633404
1785734794627,tcp,40.631706
1785734794715,status,128.373846
1785734795628,tcp,40.857308
1785734795712,status,124.414839
1785734796628,tcp,40.659268
1785734796717,status,128.415553
1785734797630,tcp,40.741017
1785734797713,status,123.321936
1785734798631,tcp,40.717486
1785734798715,status,124.365003
1785734799631,tcp,40.585529
1785734799715,status,123.40928
1785734800633,tcp,40.701094
1785734800717,status,124.530893
1785734801633,tcp,40.578669
1785734801718,status,124.276714
1785734802635,tcp,40.746849
1785734802722,status,127.453552
1785734803636,tcp,40.586809
1785734803719,status,123.681914
1785734804637,tcp,40.585113
1785734804719,status,123.152941
1785734805637,tcp,40.587887
1785734805722,status,124.59495
1785734806639,tcp,40.661979
1785734806722,status,124.080512
1785734807640,tcp,40.6973
1785734807723,status,123.856973
1785734808641,tcp,41.15721
1785734808725,status,124.198534
1785734809642,tcp,40.55412
1785734809724,status,122.889184
1785734810642,tcp,40.439345
1785734810725,status,122.858481
1785734811643,tcp,40.514547
1785734811726,status,122.962704
1785734812645,tcp,40.633163
1785734812728,status,122.875771
1785734813645,tcp,40.443509
1785734813727,status,122.277054
1785734814646,tcp,40.494504
1785734814729,status,123.05675
1785734815647,tcp,40.506512
1785734815730,status,122.754549
1785734816648,tcp,40.504295
1785734816731,status,123.025487
1785734817649,tcp,40.496995
1785734817732,status,122.910764
1785734818651,tcp,40.622074
1785734818733,status,122.735909
1785734819651,tcp,40.525308
1785734819734,status,122.526293
1785734820652,tcp,40.492535
1785734820735,status,122.609164
1785734821653,tcp,40.429122
1785734821736,status,122.725931
1785734822654,tcp,40.422746
1785734822736,status,122.374076
1785734823655,tcp,40.450461
1785734823737,status,122.314819
1785734824656,tcp,40.810627
1785734824738,status,122.95683
1785734825657,tcp,40.750474
1785734825740,status,123.610981
